docno	text
404	@HendM19338 @Kahlissee Human rights organizations report serious concerns about the treatment of Palestinian prisoners in Israeli prisons. Amnesty International documented over 2,200 detentions since October 2023, citing torture, beatings, and inhumane conditions. B'Tselem's 2024 report, based on 55 https://t.co/MYrU05n3hb
405	@FuturistASI @grok @NobodymrRobert @GuntherEagleman The distinction between pro-Palestinian activism and antisemitism often hinges on intent and rhetoric. Criticism of Israel’s policies, advocacy for Palestinian rights, or calls for self-determination are generally not considered antisemitic, as long as they don't involve
406	"#GICJ representative on the Genocide against the Palestinian people, at the 58th session of the UN Human Rights Council.
#GazaGenocide https://t.co/DWoPQgLLci"
407	"@Kahlissee @grok
What do human rights organizations say about the treatment of Palestinian prisoners in Israeli prisons?"
408	"UN rights office: Israel's military onslaught, blockade and displacement orders threaten the existence of the Palestinian people in Gaza.

https://t.co/3EPMogZWVV"
409	If you think voting Liberal, you better think again. Freedom of Rights and Speech will be removed from our Canadian soil. Just look at todays activities on our Parliament Hill. All Pro Palestinian and Communist Flags. Yet not one Liberal running for this election CONDEMNS THIS. https://t.co/bIzhVVCd40
410	@ZaidJilani I think all Palestinian terror-culture Hamas supporters should be summarily executed. Ergo, I am unconcerned with their first amendment rights and immigration preferences.
411	"@RitchieTorres #Passover
#Passover2025
#VoluntaryJewsReturn
Take the American #Israeli #Jews who  occupying #Palestinian lands and let them return to their nature and rights as #American citizens and end the last settler #occupation in the world.
https://t.co/ol6XXOHmrF"
412	@RepAOC No its not its clearly Promoting Hamas who is a terroist org, This is not an attack on the first amendment advocating peacefully Palestinian rights is within the 1st amendment
413	"The country is a place of believers and states that live in peace and support the Palestinian state. We want peace for two countries. We want peace. The Palestinians are a border country of Israel's rights. We support them to live in peace.
✌️🇮🇱🇸🇩 Make it count through the Nation"
414	Illegal Israeli settlers constitute a majority of the population in 2 Palestinian governorates. Human rights organizations have found a rapid increase in settlers since 10/7 and the ICJ ordered all settlers be removed in 2024. I cannot think of a clearer case of ethnic cleansing. https://t.co/4Vc8VG6tl5 https://t.co/4HnsPo6r76
415	"For one and a half years, Israel has been committing a blatant genocide against the Palestinian people, disregarding the most basic human rights and trampling on international law.

It is not only our fraternal but also humanitarian responsibility, https://t.co/KwZz5QtgdL"
416	@QudsNen Israel doesn't know how to be grateful for being given a place and it ends up being the plundering of Palestinian rights... Palestine only wants independence, not a ceasefire. Palestine only wants independence and sovereignty
417	@fuck_ur_n_w_o @Partisan_12 The claims about the Israeli-Palestinian situation being an occupation and apartheid are supported by reports from the UN, Human Rights Watch, and Amnesty International, which describe Israel's control since 1967 and discriminatory policies. However, these are debated, with
418	@z_00pIz Semite = palestinian hebrew national of jewish origin who is anti-zionist and registered as muslim and a citizen of an apartheid state (israel) and does lectures at the universityof bradford amd has served in the israeli league for human/civil rights + fatah revolutionary council
419	@XE1000A Bomb Israel, free the Palestinian hostages and expel all Israelis out of Palestine that don’t agree to a two state solution with equal rights and laws. Also very important, no more Hamas and no more Netanyahu and his genocidal goons.
420	"@GlobeEyeNews Free middle east:

1. Israel ends occupation
2. Israel ends terrors and war crimes
3. Recognize Palestinian state
4. Israel Restores rights for foreign jews 
5. Israel Ends occupied golan"
421	"@furnuwees @GlobeEyeNews 1. Israel ends occupation
2. Israel ends terrors and war crimes
3. Recognize Palestinian state
4. Israel Restores rights for foreign jews 
5. Israel Ends occupied golan"
422	The focus should be on ending the occupation and upholding Palestinian rights to their land, not on erasing them. Big L indeed.
423	"@samhusseini If a Palestinian even said that they would be deported. 

The country that takes the most money from American taxpayers is openly attacking our constitutional rights. https://t.co/3W79GvStc9"
424	@simen43079841 @blondemongolian @MLiamMcCollum @ComicDaveSmith @DouglasKMurray @joerogan Douglas emphasized Israel’s right to defend itself but appeared indifferent to the rights of Palestinian civilians to live. His stance came across as lacking empathy, aligning closely with Prime Minister Netanyahu’s narrative.  I used to think like him, until I opened my eyes to
425	@nadaa01012 I support the Palestinian cause for determination, a state, and freedom from occupation. By this statement, I acknowledge that Palestinians deserve human rights, and that they're justified in resisting against an oppressive regime occupying their land.
426	So I wonder who's paying for all this attorney fees and court fees and filing fees and things like that supposedly come back Palestinian citizens rights that don't exist for him
427	@Eben_X_Official @realMaalouf 🔴🔴🔴 The so-called State of Israel is imprisoning thousands of Palestinian academics, most of them serving life sentences of hundreds of years, simply for defending their national rights. It is imprisoning them on the pretext that they pose a threat to its security.
428	@AdameMedia Israeli-Palestinian unification would require commitment to individual rights, eliminating apartheid and any assumed “right of return“.
429	"@ges43480 @tizon_tom @JeffLormans Not only that but also Palestinian Arabs were treated terribly by ""host"" countries, they were put in camps and given 0 rights. So much for their Palestinian brothers. Let me tell you a secret: nobody really cares about the Palestinians, they just care about getting rid of Jews."
430	"@joao_ferreira33 When they take a child from sleep, with hands tied, and drag him to a military prison…
Where in this world can that still be called justice?
Where do children’s rights go when it’s Palestinian kids we’re talking about?"
431	"@RepAOC Oops, there's a slight omission in your sentence, ""...Attacks on the First Amendment will not stop with visiting guest student activists advocating for Palestinian rights."", there, fixed it for you."
432	"Palestinian rights group Al-Haq reported that the UN Office of the High Commissioner for Human Rights said that 36 Israeli attacks on Gaza had killed only women and children.

“Israel is purposely targeting” women and children in Gaza, Al-Haq said, adding that both it and the https://t.co/mN3V9rAAxW"
433	@MotazSaleh2001 I support Palestinian rights 🍉🇵🇸✌️
434	"@michael_david41 @elonmusk ""You cheerlead the indiscriminate slaughter of tens of thousands of Palestinian babies and children""

Then don't send rockets over the border to kill Jews, Hamas!  

https://t.co/q15kUfuQw6

You're the idiot supporting terrorists.  Terrorist babies have no rights."
435	@Bhess @JEDNFT @CNN Protesting the genocide in Gaza &amp; supporting Palestinian human rights is neither supporting Hamas nor are these actions “antisemitic”. In fact, if that was me protesting and a high profile person accused me of “antisemitism” and being “pro Hamas”, I’d sue them for libel
436	"@TazCheney @HenMazzig Untrue.

Search the archives of human rights organizations. 

You will find that IDF soldiers have been accused of putting bullets in the heads of Palestinian children for over 20 years."
437	"@XrealJacobSmith @SuppressedNws @trackingisrael The post you tagged shows an Israeli soldier celebrating with family and detaining Palestinians, labeled ""TRACKING GENOCIDE."" It criticizes alleged human rights abuses in Gaza, part of the conflict since October 2023, with over 50,000 Palestinian and 1,200 Israeli deaths. The https://t.co/f5ctYIj8Py"
438	We only ask for our legitimate rights. Do you support Palestinian rights?🍉🇵🇸 https://t.co/yi5R8Ruf2O
439	UN rights office warns Israel's actions in Gaza threaten Palestinian existence https://t.co/UhmNlgqpkL
440	@EmmanuelMacron You failed to support Palestinian state for ages, and the reason against it is the occupation.. give the Palestinian their rights and we happy to drop the weapons
441	"I am not Muslim or jewish.  I was once Christian but I remain apart from American Christianity because they remain apart from Jesus of the New Testament.

I don't know if a Palestinian would be kind to me.  But it doesn't matter.  I will speak up for his/her rights to be free."
442	"@dinodoodeTV @worstsong @nikhil_palsingh Dude! It was Mohammed who said it. Show me where the government says it-
""letter written from the facility, he has said his ""arrest was a direct consequence"" of speaking out for Palestinian rights."""
443	Funny how some who wave the Palestinian flag also cheer for LGBT rights, yet forget that in certain places, those who fight for those rights are targeted. 🤔
444	@QudsNen The Palestinian struggle is rooted in a quest for sovereignty, dignity, and basic human rights. With ongoing occupation, displacement, and violence, Palestinians deserve a voice and freedom. Supporting their rights is essential for achieving lasting peace and justice in the regio
445	@AssalRad *My rights*? Do you think there is no difference between American citizens and Palestinian Syrians with British security clearances?
446	I will be trying to post a Progressive Secular Passover Haggadah very soon. My Dad has been writing and editing one for 50+ years. It will include sections on Palestinian rights, as it always includes the current struggles for Freedom. Please DM me if you’d like a copy.
447	@RepJayapal Your assertion that Trump’s ruling violates constitutional rights is baseless. The case involves Mahmoud Khalil, a Palestinian green card holder at Columbia University, whose school pass was revoked under immigration law, not constitutional protections. Non-citizens lack the same
448	What does that have to do with LGBTQ Palestinian trans women’s rights? https://t.co/4wNURAZJKH
449	@JacksonFrankli Excellent platform. And thank you for supporting Palestinian rights.
450	"@SecBlinken The Palestinian women and children need more protection from the evils inflicted on them by Israel.
Would you condemn murder, rape , prevention from education, basic rights act or that's kosher ?"
451	"“The only way to make AI pro-Palestine is to make AI pro-universal human rights”

- On Instagram Maryam exposes the anti-Palestinian bias of AI and, through experimentation, corrects it! 🇵🇸 https://t.co/ONtGsGfFJC"
452	"@Sec_Noem U r deceiving people by saying..""khalil hates the United States""
Khalil was only advocating for Palestinian rights and protesting against a genocidal war criminal foreign state (not the US state)
U are still living in the 1990s. Even kids know the truth."
453	"@PalestineCultu1 What do you think happened to the 'Palestinian' Arabs who chose to stay under control of Israel instead of fleeing/fighting?
they have citizenship now
and rights
and can vote
and don't have to fight in a war."
454	"@InbarCohen13 you are liars! Palestine had its legitimate Semitic children and its resources that you stole the colonizer is a liar AS THE HEBREW PEOPLE WERE DELIVERED, THE PALESTINIAN PEOPLE WILL ALSO BE FROM ZIONIST CRIMINALS

You have no rights in Palestine, you damn criminals https://t.co/sZxL3D7rYe"
455	"“israel’s target is to erase all Palestinian kids and women with shocking silence from organizations of rights. I am one of those women.” 

My name is Samah Naim, a doctor from Gaza. 

I used to love roses and the sea was my escape. Also, creating memories with my friends was the https://t.co/Q4R7U0SJpa"
456	@QudsNen The rally was a peaceful demonstration, with participants expressing their strong opposition to Israeli military genocide in Gaza and calling for international support for Palestinian rights.
457	@adumbasswitsass @twuntastical What’s transparent is that Israel has a 2 tier legal system where Palestinians are denied the same rights as Jews. The Palestinian conviction rate is far higher than Jews.  Palestinians are “guilty” for being Palestinian on their ancestral homeland.
458	"Germany Begins Deporting Pro-Palestinian Activists — April 2 crackdown sparks debate over free speech, legal rights, and political pressure.  

   Details: https://t.co/fmrkF7im2Q

 #WashingtonEye #Germany #Palestine #FreeSpeech https://t.co/KNqwgGQ54K"
459	Fears gun-toting Palestinian Channel boat migrant who called on God to 'kill all Jews' will be allowed to stay in Britain due to human rights laws | Daily Mail Online https://t.co/SFn4lYm4bb
460	@PeteTruthUSA @StateDept @SecRubio Pro innocent Palestinian citizens. Their visas don't prohibit first amendment rights.
461	@StateDept @SecRubio Innocent Palestinian citizens, half of whom are children, are not Hamas, &amp; they deserve support &amp; advocacy. You and the #GOP don't seem to understand that. You have not shown any crimes, are disregarding their First Amendment rights &amp; will continue to lose in court.
462	@smod4real @BrotherRasheed @RQA Of course you don't care about some Syrian jew hater getting a student visa by lying on his application to come here. I only care about free speech rights of American citizens, not some jew hating Palestinian from Syria. He has no right to be here. Deport him.😀😀😀
463	@RepAOC He's not a student activist for Palestinian rights. He was the spokesperson for an organization that openly calls for the destruction of Western society, and circulated Hamas propaganda.
464	"A non-partisan campaign s “pushing for Palestinian rights during the Canadian election.” 

I didn’t realize this is a Canadian voting issue. 

And it looks like they’re advertising their platform on 𝕏. https://t.co/gVMfvr1xHQ"
465	@EmmanuelMacron Well, at least say yes to your Police forces to allow peaceful protests that supporting Palestine and raise Palestinian flag instead of arresting those people supporting Palestine. And it took you all these years to realize that Palestinians deserve rights? After all the support
466	“In some 36 [Israeli attacks in Gaza] about which the UN Human Rights Office corroborated information, the fatalities recorded so far were only [Palestinian] women and children”, says the UN human rights office&gt;  🔴 LIVE updates: https://t.co/obT9BINTeA
467	It’s funny to see Amjad attack Mahmoud Khalil for supporting Palestine. I have it on good authority Amjad was once a staunch pro-Palestine supporter and even led several protestors demanding Palestinian rights. By Amjad’s logic, the UAE should deport Amjad immediately. https://t.co/iDMCu8Eude
468	'Feminist For Palestinian Liberation' Thinks WOMEN HAVE MORE RIGHTS IN G... https://t.co/Q8XEKFYZov via @YouTube
469	@Deplorables72 @catturd2 Mr. Khalil, a lawful permanent resident of the USA, did not incite riots, nor did he threaten anyone. His speech supporting Palestinian rights and an end to this slaughter of innocents is a free speech right. Tens of millions have rallied for this in America and around the world.
470	@RepAOC How is marching for a designated U.S. terror group advocating for Palestinian rights?
471	Crown Prince Mohammed bin Salman is leading a fierce and unwavering fight to restore the rights of the Palestinian people. His bold stance and powerful voice have placed the Palestinian cause back at the heart of regional and global attention #MBS 💚💚💚 https://t.co/HyWKerqxld
472	"@YossiBenYakar @LizaRosen0000 And this is the root cause of the problem. 
The education of the Hamas/ Palestinian / Arab children is flawed and is a human rights abuse."
473	@RepCasar @smod4real Its so easy for non jews to say this anti semitic clown has free speech rights.  Since they aren't jewish they dont care. Well jews will not stand by and let a second holocaust take place. People like this Palestinian Syrian need to liquidated.
474	"@tonarski309 @Ggyyggyy505 @PatrickPClarke @karaokecomputer LMAO, I never said anything about Muslim marriage laws until now, which are more liberal than those of the Nazi state of Israel, and Israel murdering thousands of Palestinian women shows how much they value women's rights...

The worst creatures on the planet, by miles."
475	'Feminist For Palestinian Liberation' Thinks WOMEN HAVE MORE RIGHTS IN G... https://t.co/pScE5qrcI6 via @YouTube
476	"There is no amount of explicit support for Hamas or calling for Israel's destruction that will change leftist language around ""advocating for Palestinian rights."" You can still advocate for free speech and due process but be honest about the speech you Jew hating fucks. https://t.co/BSL8GBWZGb"
477	"@RoyeeRoyal @RabbiShmuley Oct7 was also self inflicted by Israel and its human rights abuses against the Palestinian people. 
Maybe if the Israelis chose to not steal Palestinian land they wouldn't suffer."
478	"Stop Trump’s Palestinian land grab and defend Palestinians' rights.

Take action now with @MedicalAidPal. https://t.co/ESKWkPeDgC"
479	@MiddleEastEye Palestinian rights have been trampled long enough, and Jews used long enough in Zionism's colonial project. Time for the establishment of #One_Democratic_State instead.https://t.co/dpxZGAt7OB
480	@OnlinePalEng Palestinian rights have been trampled long enough, and Jews used long enough in Zionism's colonial project. Time for the establishment of #One_Democratic_State instead.https://t.co/dpxZGAt7OB
481	@OnlinePalEng Palestinian rights have been trampled long enough, and Jews used long enough in Zionism's colonial project. Time for the establishment of #One_Democratic_State instead.https://t.co/dpxZGAt7OB
482	The organization “Defending Rights &amp; Dissent” launched Investigations into Abusive and Retaliatory Tactics by the Trump Administration against Palestinian Solidarity Activists. https://t.co/ERpLo3Xs8D https://t.co/JEsQLaeEYZ
483	"David Smith, American comedian and political commentator:
 ""Defending Israel while it's been denying all Palestinian rights for all these years is really hard.""

#earthquake
#Coachella2025 
#ThePromisedSaviour https://t.co/AvE5qzmWBn"
484	International sanctions and embargoes pressure Israel for Palestinian rights. #FreePalestine
485	"Feminist 'For Palestinian Liberation' thinks women have more rights in Gaza than in Israel

Watch the full video with @DobbsandPolicy on Reasoned's YouTube channel https://t.co/3OXFTCLfu6"
486	"Saudi human rights activist Khaled Al-Omair was arrested in 2008 after he submitted an official request to the Ministry of Interior to organize a protest in solidarity with the Palestinian people.

He was released in early 2018, only to be re-arrested six months later. https://t.co/gbe4jLUbXk"
487	"@kittymiaow666 @groypicia @cenkuygur @cryptomunculus @DouglasKMurray @ComicDaveSmith Or these?

•Global Justice Now and Over 40 Global Health Groups: 
•UN Special Committee: 
•UN Special Rapporteur on Human Rights in the Occupied Palestinian Territory 
•International Court of Justice 
Al-Haq, Al Mezan,
Palestinian Centre for Human Rights"
488	@FranceskAlbs How are anything related to human rights? Him and his 15 yo cousin stabbed two young Israelis nearly to death following wild incitement, instead of condemning the murderous Palestinian indoctrination, you regret not protect them? the 2 Israelis don’t deserve protection?
489	"@CarmineSabia He was a graduate student.  

Has anyone ever asked why we are throwing away our constitutional rights for an apartheid colony that is mass murdering Palestinian babies ?"
490	"""Stop the massacre in Gaza, bring justice for the Palestinian people! Today’s March for Gaza is a testament to our unity, our protest, and the struggle for freedom. Our solidarity with human rights will never stop until Gaza finds peace.""

MARCH FOR GAZA 

📍 Dhaka, Bangladesh. https://t.co/8BqTL4cTfN"
491	"@SenFettermanPA Take the American #Israeli #Jews who  occupying #Palestinian lands and let them return to their nature and rights as #American citizens and end the last settler #occupation in the world.
#VoluntaryJewsReturn
https://t.co/ol6XXOGOC7"
492	@_ZachFoster @EmmanuelMacron Europe and the United States ordered the Palestinian G enocidio, they have Venezuela and Cuba sanctioned for human rights violations but keep tiptoing around Israel's crimes
493	"@SecRollins @USDA @SecKennedy @POTUS https://t.co/CoHTZZr3Iz
@AbrahamAccords is a dust that can erase the sharp lines between israeli atrocities and Palestinian sacrifices, between israel's illegal occupation principles and Palestine's fundamental rights, between @WhiteHouse46 corrupt policies and Palestine's....."
494	"For one and a half years, Israel has been committing a blatant genocide against the Palestinian people, disregarding the most basic human rights and trampling on international law.

It is not only our fraternal but also humanitarian responsibility, a requirement of our humanity https://t.co/9pBm6TvOeH"
495	"@swilkinsonbc In a world clouded by conflict, Sara Wilkinson stands tall for peace.
Her unwavering support for Palestinian rights deserves deep respect.
May her voice continue to echo in the hearts of many"
496	The Israeli occupation has intensified its demolition campaign in the occupied West Bank and Jerusalem, carrying out 15 demolition operations and knocking down 24 houses and 58 facilities in the past ten days, according to the Palestinian Center for Human Rights. 🟡 https://t.co/zAwpl755kE
497	@AlboMP 5 “According to a United Nations special committee, Amnesty International, and many other experts and rights organisations, Israel has committed genocide against the Palestinian people during its ongoing invasion and bombing of the Gaza Strip….” (Wikipedia: Gaza genocide)
498	"Debate??! How are they even being allowed to participate in international events? 
Disgusting lack of morals &amp; double standards. 
Russia banned everywhere in a jiffy, no debate! But Israel? 
We need a debate! What’s there to debate?? There’s a genocide on in Gaza! https://t.co/qynDugZ6o8"
499	@Gohan2yourface @Omaddad @Yaxaan @IanCarrollShow @TheFlagGuy_ @ConceptualJames The same reasoning can be applied to Israel. If Israel wanted to genocide Gaza they could have done so decades before… so I guess Israel is not committing a genocide after all but just fighting a war they did not start.
500	"A company that is against GENTILES as evil in sheep skin help spill lives and blood - ""MICROSOFT"" - How Microsoft fuels Gaza genocide and silences employees who speak out-How Microsoft fuels Gaza genocide and silences employees who speak out
https://t.co/ZVkXEetfrf https://t.co/oSRDWk2Gcg"
501	"Israel's #Gaza genocide...

Don't have to be a Muslim to react to what's happening in Palestine, it's enough to have a human feeling.

#Gaga #GAGACHELLA #LISACHELLA #earthquake #Coachella Saturday #SaturdayVibes #RSD2025 Bob Marley #Referral #JOJODAY Real ID #Bill Maher #Caturday https://t.co/B9f7wxz59n"
502	"Israel's Gaza genocide...

Don't have to be a Muslim to react to what's happening in Palestine, it's enough to have a human feeling.

#Gaga #GAGACHELLA #LISACHELLA #earthquake #Coachella Saturday #SaturdayVibes #RSD2025 Bob Marley #Referral #JOJODAY Real ID #Bill Maher #Caturday https://t.co/gehkimVDEd"
503	@ajplus There is no genocide in Gaza and all they had to do is not attack Israel over and over and over and over and over and over, forcing Israel to finally, once and for all, make it so Israel could not be attacked from those areas anymore.
504	@TrumpDailyPosts Israel and US are committing genocide in Gaza to create space for a new Trump theme park. South Africa called it out. History will judge you.
505	@HenMazzig Netanyahu's govt broke deals first—expanding settlements, blocking Gaza's economy, violating international law. Occupation breeds resistance. How can peace happen while israel is committing a genocide.
506	Meanwhile, the US and Israel are bombing and strangling Gaza's people to death. This is genocide, paid for by US tax dollars, and carried out with US bombs. Silence = Death.
507	"@SantiagoAuFund https://t.co/BNvEUjdGXO,  This is the western way of ""winning "" , wars and genocides."
508	"@inside_IL_intel “Israel” is commiting genocide in Gaza. 
#freepalastine
How’s that?
My time line is infested with Zionist.
It is a good day to take out the trash.
Blocked https://t.co/piKmTDaRJN"
509	@JohnTONKIN14 @JoanneHorniman @haaretzcom There is no genocide in Gaza as there would be no one alive there if Israel wanted such a thing . Seriously if you care about Gazans tell Hamas to surrender and release the hostages and it all ends . Your entire BS routine is antisemitic nonsense and not to the benefit of Gazans
510	"🇵🇸🇧🇩 Bangladesh stand with Palestine!

Today at the March for Gaza protest, all of Bangladesh stands against Israel's brutal genocide in Palestine.

🇵🇸🇧🇩 Solidarity with Gaza

#MarchForGaza 
#FreePalestine 
#BangladeshWithPalestine https://t.co/MX4Hu8zUAi"
511	@DefiyantlyFree Mahmoud Khalil represents the majority opinion of American citizens against the genocide in Gaza. support for what Israel is doing in Gaza is the  minority opinion and it is the real anti- American position.
512	@KeithWoodsYT No holy water will erase Israel’s genocide , 60,000 killed by Israel 3/4 women &amp; children, 120,000 mailed, starvation weaponised, 17,000 children slaughtered, 80% of Gaza destroyed, hospitals, schools, homes destroyed, journalists, doctors &amp; aid workers killed, a genocide
513	Israel/Occupied Palestinian Territory: ‘You Feel Like You Are Subhuman’: Israel’s Genocide Against Palestinians in Gaza https://t.co/KuIROJrfXV
514	@wayotworld Trump sounds like hes being based, But this is really about Isreal being PISSY at south africa for bringing the #GAZA genocide case to the #ICC, so trump is really just lashing out at south africa, for israel. Before then he didnt give a shit about whites in south africa.
515	@markhansen98642 Canada has provided diplomatic, economic and even military support to israel throughout the Gaza Genocide. We are already involved. However, as a country whose territorial sovereignty is under threat, we need to stand up for intl law, which israel is flagrantly violating.
516	@loftwah No reasonable and rational argument can be made to call Israel’s actions in Gaza a genocide based on the history of the so called Palestinians. I am honestly surprised it took Israel this long to take care of the Hamas threat.
517	"Hundreds of thousands of people in #Dhaka, #Bangladesh protested today Against ongoing #Israeli #genocide in #Gaza‼️

#March_for_Gaza, #LISACHELLA #GAGACHELLA #earthquake #Trump #Coachella #الهلال_الاتفاق #Bitcoin #Israel https://t.co/nKBtU81WOd"
518	"Nazi israel Illegal settlement in the OPC (Occupied Palestinian Territories) continue their #Genocide with the approval of USA &amp; UK. 

This MUST STOP NOW! @realDonaldTrump 

https://t.co/5J4fWxGIVQ"
519	Students protest at Hebrew University, calling out Israel’s war on Gaza as genocide. https://t.co/4JCvlbhDRn
520	@PierrePoilievre Not a word of the genocide of Palestinians by the thug Zionist apartheid state of Israel led by the ultimate psychopath war criminal Netanyahu. Not one thought to the thousands of Gazan hostages held by Israel.  I guess you missed the irony for Gaza of  Jews celebrating Passover
521	"Israel's Gaza genocide...

Don't have to be a Muslim to react to what's happening in Palestine, it's enough to have a human feeling.

#Gaga #GAGACHELLA #LISACHELLA #earthquake #Coachella Saturday #SaturdayVibes #RSD2025 Bob Marley #Referral #JOJODAY Real ID #Bill Maher #Caturday https://t.co/xW08bTio5E"
522	"@RecTheRegime The daily traumatic footage that we have been watching for the past 2 years of our fellow human beings slaughtered en masse is enabled by US leaders.

Despite the genocide and destruction in Gaza,  U.S. government continues to support Israel unconditionally - hreatening the ICC,"
523	"@HenMazzig You dare talk about ramadan  
The ramadan  during which Israel started again the genocide 
The same ramadan during which israel blocked water food everything from entering gaza while you cheered for it
You are insane"
524	"@propandco And the people's taxes, which should be spent on the prosperity and well-being of the people, are being spent to strengthen Israel in the genocide in Gaza..
If it were not for America's support, the Zionists would not have been able to commit all these terrible crimes. https://t.co/dYV7GQlLFC"
525	"""Israel has turned the military pressure it exerted throughout the genocide into a different kind of deadly geographic pressure. Over time, it continues to tighten its grip on the land and occupies new areas inside Gaza, annexing those areas and cities into what it calls buffer https://t.co/wEctwuBC7z"
526	In a new escalation of the pro-Palestinian student movement, a number of students targeted the Institute of Israel Studies at Concordia University in Montreal as part of an ongoing series of protests against the Israeli genocide on Gaza. They smashed windows and spray-painted
527	The States are just as guilty as Israel for their complicity and involvement in the genocide and numerous war crimes taking place in Gaza. YOU ARE TIED WITH ISRAEL, A BUNCH OF BABY KILLERS, YOUR ONLY ALLY, FOR BEING THE MOST DISGUSTING AND HATED NATION ON EARTH! FRACK AMERICA! https://t.co/DXUQjk72yR
528	@EylonALevy Israel is an apartheid state so he doesn’t see genocide in Gaza and ethnic cleansing in the West Bank.
529	"@IndiaTales7 What a shame for the ""western"" democracies. Gaza picture is missing, the Israel genocide. What a shame!!!"
530	@DamienBahr90537 @IvankaNews_ God forgive me for saying this, but it should be a genocide. The whole entire existence of Gaza Strip should be wiped completely Sadly, those children are going to grow up and be the next terrorist. There's already kids that. chant death to America. Death to Israel. My God, there
531	"@GarbageHuman24 there is rumeurs
an indian extremly hatful to muslims, want to participate in genocide in gaza
traveled to israel but denigned
then traveled to jordan then went to frontier to explain his objectif
but still denied
apparently insisted too much or misbehaved
isrrali killed him"
532	@KosherRedPill @_iamblakeley We do not show respect to rapist and murderers that are committing genocide in Gaza. Israel is and always has been an aggressor. If you look at death tolls it is clear this isn’t self-defense war. It is about exterminating people that doesn’t agree with Israel and what they do.
533	@TrumpDailyPosts But it is okay that the States joined Israel in the genocide taking place in Gaza? That it's American bombs being used to SLAUGHTER INNOCENT, NONCOMBATANT and UNARMED CIVILIANS? You, Dictator Trump, are a hypocrite.  The States has been Israel's puppet since 1948. BABY KILLER!
534	"Douglas Murray is an Israeli asset.

He even received an award from Israeli President Isaac Herzog for propaganda services in the midst of the Gaza genocide.

""It’s an extraordinary privilege for me to align with the State of Israel..."" gushed Murray at the president's residence. https://t.co/jFch5SRusz"
535	"Israeli genocide: the West remains silent about the murder committed
At least 500 children killed since Israel broke Gaza truce: Official https://t.co/pCAXGfajR2 via @AJEnglish"
536	@GeopoliticalJD2 You support the genocide of Palestinians in gaza and call it war. I support the freedom of Palestinians from the apartheid state called israel and call it fighting back.
537	"Today, the people of Bangladesh organized a public relations march in Gaza to stop the genocide in Palestine by Israel. They protested to stop this killing.
#MarchForGaza #DhakaForGaza
#SaveGaza #PalestineWillBeFree
#StopGenocidePalestine 
#StandWithPalestine
#Bangladesh https://t.co/GTTwiSTx4S"
538	"Cristiano Ronaldo supports Gaza, Palestine and condemns Israel genocide.
#Don'tStopTalkingAboutPalestine https://t.co/ALVDMotxAD"
539	@FPCGameSoftware @MarioNawfal Stupid zionist Israel Genocide people Gaza
540	@MarioNawfal Zionist Israel Genocide Gaza khan younis
541	@EYakoby Israel genocide in Gaza is causing problems for Americans all over the world.
542	"It is cynicism in the sense that Labor govt pretends in their rhetoric to be evenhanded while actually supplying Israel through US with 
important weapons parts that support the aerial genocide in Gaza. @tonykevin https://t.co/pfg12izXUG"
543	"@Sec_Noem He doesn’t hate U.S. he hates United States of Israel genocide in Gaza.
He hates United States Of Israel terrorism."
544	No you are not ! I hate Americans acting like the US is fascist only because of Israel. The genocide in Gaza lead here but it is not because you are occupied it os because the US is ALSO a terrorist fascist state. This is ALSO a US genocide ! https://t.co/IT4Vq9Fb2f
545	The British government must impose sanctions against Israel for its continued illegal occupation of Palestine and genocide against the Gaza Strip. Write to the Foreign Secretary using @PSCupdates online action https://t.co/V0QWbOvJts
546	"@Ostrov_A @MarkJCarney There's no accusations, @Ostrov_A. Israel is blowing up children indiscriminately and killing their own hostages.

Have some moral integrity. Genocide denial should be criminalized and Zionists returned to the concentration camps they've perfected in Gaza."
547	The only people committing genocide in sout africa are white farmers. Killing and feeding farm worker to pigs. And @elonmusk and @DonaldJTrumpJr @POTUS are not taking about this. They approve what Israel is doing in Gaza were thousands of kids are killed daily. @BBCBreaking https://t.co/Ocn0Yuoa7b
548	Children are relentlessly being murdered by Israel. Every day. It is genocide. 🇵🇸🇵🇸From Gaza notification https://t.co/XxZW4auoHr
549	This is a lie. The only genocide Taking place is what Israel is doing in Gaza.. @DonaldJTrumpJr @POTUS @DonaldJT_. The is no killing of white people in south Africa. Instead white farmers kills black farm workers and feed them to pigs. @elonmusk @BBCBreaking https://t.co/4m7mljfQKw
550	Long March for Gaza ! #FreePalestine #SaveGaza #FreeGaza 12-04-25 , We stand with &amp; support Palestine 🇵🇸☝️ frm Bangladesh 🇧🇩❤️ Stop genocide in Gaza , Palestine. Boycott Israel &amp; USA ! Reunite Muslim Ummah in the name of Allah ! https://t.co/OdYjjDx2QW
551	A Majority of Americans Views Israel Negatively in wake of Gaza Genocide https://t.co/OqpyQozJTA via @jricole
552	@muftimenk So mentioning words like Israel, Genocide, Gaza, Palestine, massacre are not in your capacity?
553	"@IDF @Israel @IsraelinTurkey @hrw #HumanRights
#GazaMassacare #Gaza_Genocide #Gaza_Holocaust
ISRAEL IS A TERRORIST STATE https://t.co/aOXpwYNpo2"
